ID,Language_ID,Headword,Part_Of_Speech,1st_Person_Singular,2nd_Person_Singular,3rd_Person_Dual,3rd_Person_Singular,Dialectal_Variant,Encyclopedic_Information,Entry_IDs,Etymological_Source,Etymology,Lexical_Citation_Form,Paradigm,Reduplicated_Form,Usage
sol,Daakaka,sol,n,,,,,,,,Bislama,,,,,
soluu,Daakaka,soluu,v,,,,,,,molisi,,,,,,
songolom,Daakaka,songolom,v,,,,,,,,,,,,,
soo,Daakaka,soo,n,,,,,,,,,,,,,
sopsop,Daakaka,sopsop,v,,,,,,,,,,,,,
sori,Daakaka,sori,intj,,,,,ko motitiye nye,,,Bislama,,,,,
sospen,Daakaka,sospen,n,,,,,,,,Bislama,,,,,
sou,Daakaka,sou,n.rel,,,,,,,,,,,,,
sowe,Daakaka,sowe,v,,,,,,,,,,,,,
speret,Daakaka,speret,n,,,,,,,,Bislama,,,,,
sport,Daakaka,sport,n,,,,,,,,Bislama,,,,,
stat,Daakaka,stat,v,,,,,,,,Bislama,,,,,
statem,Daakaka,statem,v.tr,,,,,,,,Bislama,,,,,
stori,Daakaka,stori,n,,,,,,,,Bislama,,,,,
string,Daakaka,string,n,,,,,,,,Bislama,,,,,
su,Daakaka,su,v,,,,,,,,,,,,,
su_1,Daakaka,su,v,,,,,,,,,,,,,
suane,Daakaka,suane,v,,,,,,,,,,,,,
suga,Daakaka,suga,n,,,,,,,,Bislama,,,,,
suk-,Daakaka,suk-,n.rel.b,sukuk,sukuom,,sukuon,,,,,,sukuon,o,,
suku,Daakaka,suku,n.rel,,,,,,,,,,,,,
suku_gyesan,Daakaka,suku gyesan,n,,,,,,,,,,,,,
suku_mees,Daakaka,suku mees,n,,,,,,,,,,,,,
sukuo,Daakaka,sukuo,v,,,,,,,tilya,,,,,,
sukuru,Daakaka,sukuru,n,,,,,,,,Bislama,,,3,,
sulup,Daakaka,sulup,v,,,,,,,,,,,,,
sumaa,Daakaka,sumaa,n,,,,,,,,,,,,,
sun_myar_1,Daakaka,sun myar,n.rel,,,,,,,,,,,,,
sun_myar_2,Daakaka,sun myar,n,,,,,,,,,,,,,
sune,Daakaka,sune,v,,,,,,,,,,,,,
sung,Daakaka,sung,v,,,,,,,,,,sungane,,,
sungavi,Daakaka,sungavi,num,,,,,,,,,,,,,
sungavi_a_swa,Daakaka,sungavi a swa,num,,,,,,,,,,,,,
sungun,Daakaka,sungun,v,,,,,,,,,,,,,
susur,Daakaka,susur,n,,,,,,,,,,,3,,
sutuoane,Daakaka,sutuoane,v.tr,,,,,,,,,,,,,
suw,Daakaka,suw,adv,,,,,,,,,,,,,
suwu,Daakaka,suwu,v,,,,,,,,,,,,,
swa,Daakaka,swa,num,,,,,,,,,,,,,
swave,Daakaka,swave,v,,,,,,,,,,,,,
sy,Daakaka,sy,n.rel,sik,syem,,,,,taten,,,syen,,,
sya,Daakaka,sya,v,,,,,,,,,,,,,
-syaane,Daakaka,-syaane,res,,,,,,,,,,,,,
syaapune,Daakaka,syaapune,v,,,,,,,,,,,,,
syaasyaa,Daakaka,syaasyaa,n,,,,,,,,,,,,,
syan,Daakaka,syan,gram,,,,,,,,,,,,,
syanan,Daakaka,syanan,pron,,,,,,,,,,,,,
syaor,Daakaka,syaor,v,,,,,,,,,,,,,
syap,Daakaka,syap,v,,,,,,,sivya,,,,,,
sye,Daakaka,sye,v,,,,,,,,,,,,,
sye_1,Daakaka,sye,n,,,,,,,,,,,,,
sye_2,Daakaka,sye,n,,,,,,,,,,,,,
-sye,Daakaka,-sye,poss.suf,,,,,,,,,,,,,
syek,Daakaka,syek,v,,,,,,,,,,,,,
syepkote,Daakaka,syepkote,v.tr,,,,,,,-kote,,,,,,
syepkuone,Daakaka,syepkuone,NA,,,,,,,,,,,,,
syepkuone_1,Daakaka,syepkuone,v,,,,,,,,,,,,,
syeptae,Daakaka,syeptae,v.tr,,,,,,,-tae,,,,,,
syes,Daakaka,syes,n,,,,,,,,,,,,,
syetantan,Daakaka,syetantan,n,,,,,,,,,,,,,
syetowane,Daakaka,syetowane,v,,,,,,,,,,,,,
syevenyu,Daakaka,syevenyu,n,,,,,,,,,,,,,
syewa,Daakaka,syewa,v.tr,,,,,,,,,,,,,
syewuo,Daakaka,syewuo,n,,,,,,,,,,,,,
syewuoswuos,Daakaka,syewuoswuos,n,,,,,,,,,,,,,
syewyewye_namesa,Daakaka,syewyewye namesa,n,,,,,,,,,,,,,
syo,Daakaka,syo,v,,,,,,,,,,,,,
syokilye,Daakaka,syokilye,v,,,,,,,,,,,,,
syokilyene,Daakaka,syokilyene,v,,,,,,,,,,,,,
syokuwu,Daakaka,syokuwu,v.tr,,,,,,,liye,,,,,,
-syone,Daakaka,-syone,v,,,,,,,,,,,,,
syoo,Daakaka,syoo,v,,,,,,,,,,,,,
syooane,Daakaka,syooane,v.tr,,,,,,,,,,,,,
syoosyoo_kikye,Daakaka,syoosyoo kikye,n,,,,,,the word is derived from \emph{siyoo} `(of the sun) set' and \emph{kye} `to call' and thereby refers to the property of the cricket to start chirping at sunset.,,,,,,,
syootae,Daakaka,syootae,NA,,,,,,,-tae,,,,,,
syote,Daakaka,syote,v,,,,,,,,,,,,,
syoten,Daakaka,syoten,adv,,,,,,,,,,,,,
syu,Daakaka,syu,v,,,,,,,,,,,,,
syuk,Daakaka,syuk,n.rel,,,,,,,misy,,,,,,
syuk_1,Daakaka,syuk,n,,,,,,,,,,,,,
syuksyuk,Daakaka,syuksyuk,n,,,,,,,,,,,1,,
syute,Daakaka,syute,v,,,,,,,,,,,,,
syuwewe_ne_mesa,Daakaka,syuwewe ne mesa,n,,,,,,,,,,,,,
LX000048,Daakaka,sóp,v.itr,,,,,,,,,,,,,archaic
LX000049,Daakaka,sóro bup,v,,,,,,,,,,,,,
LX000050,Daakaka,sóró,v.itr,,,,,,,,,,,,,
LX000051,Daakaka,sóró melipro,v,,,,,,,melipro,,,,,,
LX000052,Daakaka,sórólili,v,,,,,,,,,,,,,
LX000053,Daakaka,sórósaa,v.itr,,,,,,,,,,,,,
LX000054,Daakaka,sóróusi,v,,,,,,,,,,,,,
LX000055,Daakaka,sóróusili,v.tr,,,,,,,,,,,,,
LX000056,Daakaka,sóvilye,v,,,,,,,,,,,,,
LX000057,Daakaka,sóó,v,,,,,,,,,,,,,
LX000058,Daakaka,sóó,n,,,,,,,,,,,,,
LX000059,Daakaka,sóósóó,v,,,,,,,,,,,,,
LX000060,Daakaka,sóóte,v.tr,,,,,,,,,,,,,
LX000061,Daakaka,sóóte,v,,,,,,,,,,,,,
t,Daakaka,t,prep,tok,tom,,,,,myane,,,ten,,,
t-,Daakaka,t-,tam,,,,,,,,,,,,,
-t,Daakaka,-t,tam,,,,,,,,,,,,,
ta,Daakaka,ta,v,,,,,,,tawa,,,,,,
ta_1,Daakaka,ta,prep,,,,,,,,,,,,,
ta_2,Daakaka,ta,tam,,,,,,,,,,,,,
ta_3,Daakaka,ta,n,,,,,,,,,,,,,
ta_4,Daakaka,ta,v.itr,,,,,,,,,,,,,
ta_silye,Daakaka,ta silye,v.tr,,,,,,,,,,,,,
taa,Daakaka,taa,v,,,,,,,,,,,,,
taata,Daakaka,taata,n,,,,,,,,,,,,,
tabalir,Daakaka,tabalir,n,,,,,,,,,,,,,
tabu,Daakaka,tabu,n,,,,,,,,Bislama,,,,,
tabungmir,Daakaka,tabungmir,n,,,,,,,,,,,,,
tabungu,Daakaka,tabungu,v,,,,,,,,,,,,,
-tae,Daakaka,-tae,res,,,,,,,,,,,,,
taem_1,Daakaka,taem,n,,,,,,,,Bislama,,,,,
taem_2,Daakaka,taem,adv,,,,,,,,,,,,,
LX000062,Daakaka,taem,gram,,,,,,,,Bislama,,,,,
taet,Daakaka,taet,v.itr,,,,,,,,Bislama,,,,,
tak_1,Daakaka,tak,n,,,,,,,,,,,,,
-tak,Daakaka,-tak,dem,,,,,,,,,,,,,
takee,Daakaka,takee,v,,,,,,,,,,,,,
tako,Daakaka,tako,n,,,,,,,,,,,,,
takokuone,Daakaka,takokuone,v.tr,,,,,,,sepukuone,,,,,,
takote,Daakaka,takote,v.tr,,,,,,,-kote,,,,,,
takuwu,Daakaka,takuwu,v.tr,,,,,,,-kuwu,,,,,,
tali,Daakaka,tali,n.tr,,,,,,,,,,,,,
tam,Daakaka,tam,n,,,,,,,,,,,,,
tamadu,Daakaka,tamadu,n,,,,,,"They say that if you push a stalk into one of its holes, it will hold on to the stalk and you can pull it out. Then you have shout: ""'Ep, ep, sam is sa tamadu?"" (""Honeyeater, is your name `Tamadu'?"") if the bird answers,",,,,,,,
tamake,Daakaka,tamake,n,,,,,,,,,,,,,
tamat,Daakaka,tamat,n,,,,,,,,,,,3,,
tamyes_1,Daakaka,tamyes,adj2,,,,,,,,,,,,,
tamyes_2,Daakaka,tamyes,n,,,,,,,,,,,,,
tamyes_3,Daakaka,tamyes,n,,,,,,,,,,,,,
tamyes_4,Daakaka,tamyes,n,,,,,,,,,,,,,
tan,Daakaka,tan,n,,,,,,,,,,,,,
tan_leplep,Daakaka,tan leplep,n,,,,,,,,,,,,,
tandiyur,Daakaka,tandiyur,n,,,,,,,,,,,,,
tang,Daakaka,tang,v.itr,,,,,,,,,,,,,
tang_pesili,Daakaka,tang pesili,v,,,,,,,,,,,,,
tangbilya,Daakaka,tangbilya,v,,,,,,,,,,,,,
tangbweelokvis,Daakaka,tangbweelokvis,n,,,,,,,,,,,,,
tangkilye,Daakaka,tangkilye,v,,,,,,,,,,,,,
tangpesili,Daakaka,tangpesili,v,,,,,,,,,,,,,
tangtang,Daakaka,tangtang,n,,,,,,,,,,,,,
tangtanglii,Daakaka,tangtanglii,n,,,,,,,,,,,,,
tangtevyase,Daakaka,tangtevyase,v,,,,,,,,,,,,,
tangvyor,Daakaka,tangvyor,n,,,,,,,,,,,,,
taon,Daakaka,taon,n,,,,,,,,Bislama,,,,,
tap,Daakaka,tap,v,,,,,,,,,,,,,
tap_1,Daakaka,tap,v,,,,,,,,,,,,,
tapwisya,Daakaka,tapwisya,v,,,,,,,,,,,,,
tas,Daakaka,tas,v,,,,,,,,,,,,,
tas_tene,Daakaka,tas tene,v.tr,,,,,,,,,,,,,
tasane,Daakaka,tasane,v.tr,,,,,,,,,,,,,
-tase,Daakaka,-tase,res,,,,,,,,,,,,,
tatae,Daakaka,tatae,NA,,,,,,,-tae,,,,,,
tataraa,Daakaka,tataraa,v,,,,,,,,,,,,,
taten,Daakaka,taten,n,,,,,,,,,,,,,
tati,Daakaka,tati,n,,,,,,,,,,,,,
taur,Daakaka,taur,adv,,,,,,,,,,,,,
tave,Daakaka,tave,v.tr,,,,,,,,,,,,,
tavy,Daakaka,tavy,n.rel.b,,tavyum,,,,,,,,tavyun,u,,
tavya,Daakaka,tavya,v,,,,,,,,,,,,,
tavyane,Daakaka,tavyane,v.tr,,,,,,,,,,,,,
tawa,Daakaka,tawa,v,,,,,,,,,,,,,
taweka,Daakaka,taweka,n,,,,,,,,,,,,,
taweka_1,Daakaka,taweka,n,,,,,,,,,,,,,
tawi,Daakaka,tawi,n,,,,,,,,,,,,,
tawian,Daakaka,tawian,n,,,,,,,tawi,,,,,,
tawili,Daakaka,tawili,n.rel,,,,,,,,,,,,,
tawilin,Daakaka,tawilin,n.rel,,,,tawilin byen,,,,,,,,,
tawilin_1,Daakaka,tawilin,n.rel,,,,,,,tawili,,,,,,
tawilin_bir,Daakaka,tawilin bir,n.rel.b,tawilin bik,tawilin byem,,,,,,,,,,,
tawiliyaa,Daakaka,tawiliyaa,n,,,,,,,,,,,,,
tawityu,Daakaka,tawityu,v,,,,,,,,,,,,,
te,Daakaka,te,tam,,,,,,,,,,,,,
te_1,Daakaka,te,v,,,,,,,,,,,,,
te_2,Daakaka,te,dem,,,,,,,,,,,,,
te_3,Daakaka,te,gram,,,,,,,,,,,,,
-te_3,Daakaka,-te,dem,,,,,,,,,,,,,
tea,Daakaka,tea,v,,,,,,,,,,,,,
tease,Daakaka,tease,v.tr,,,,,,,,,,,,,
tebolye,Daakaka,tebolye,v,,,,,,,,,,,,,
tebwesye,Daakaka,tebwesye,v.itr,,,,,,,,,,,,,
tebweti,Daakaka,tebweti,v.tr,,,,,,,,,,,,,
tede,Daakaka,tede,n,,,,,,,,,,,,,
tee,Daakaka,tee,n,,,,,,,,,,,3,,
teenem,Daakaka,teenem,adv,,,,,,,,,,,,,
teesi,Daakaka,teesi,v.itr,,,,,,,,,,,,,
tekiti,Daakaka,tekiti,v.tr,,,,,,,,,,,,,
tekyer,Daakaka,tekyer,v.itr,,,,,,,,,,,,,
tekyerkyer,Daakaka,tekyerkyer,v,,,,,,,,,,,,,
telelel,Daakaka,telelel,n,,,,,,,,,,,,,
teli,Daakaka,teli,n.rel,,,,,,,,,,,,,
teme,Daakaka,teme,n,,,,,,,,,,,,,
temeli,Daakaka,temeli,n,,,,,,,,,,,,,
temeli_bangbang,Daakaka,temeli bangbang,n,,,,,,,,,,,,,
temeli_maakuo,Daakaka,temeli maakuo,adj,,,,,,,temeli_vyaven_dear,,,,,,
temeli_man,Daakaka,temeli man,n,,,,,,,,,,,,,
temeli_vyaven,Daakaka,temeli vyaven,n,,,,,,,,,,,,,
temeli_vyaven_dear,Daakaka,temeli vyaven dear,adj,,,,,,,,,,,,,
temoinage,Daakaka,temoinage,n,,,,,,,,French,,,,,
temwinya,Daakaka,temwinya,n,,,,,,,,,,,,,
temyap,Daakaka,temyap,v,,,,,,,,,,,,,
temyar,Daakaka,temyar,n,,,,,,,,,,,,,
temyar_1,Daakaka,temyar,n,,,,,,,,,,,,,
ten,Daakaka,ten,adv,,,,,,,,,,,,,
ten_2,Daakaka,ten,adv,,,,,,,,,,,,,
ten_3,Daakaka,ten,adj,,,,,,,,,,,,,
tenap,Daakaka,tenap,v,,,,,,,,,,,,,
tene,Daakaka,tene,v,,,,,,,tas_tene,,,,,,
tenebwesye,Daakaka,tenebwesye,v,,,,,,,,,,,,,
teneem,Daakaka,teneem,n,,,,,,,,,,,,,
tenes,Daakaka,tenes,v,,,,,,,,,,,,,
tengbwir,Daakaka,tengbwir,v.itr,,,,,,,,,,,,,
tengun,Daakaka,tengun,v,,,,,,,,,,,,,
tep,Daakaka,tep,n,,,,,,,,,,,3,,
tes,Daakaka,tes,n,,,,,,,,,,,,,
tes_1,Daakaka,tes,v,,,,,,,,,,,,,
tes_longlong,Daakaka,tes longlong,n,,,,,,,,,,,,,
tesa,Daakaka,tesa,adj,,,,,,,,,,,,,
tesi,Daakaka,tesi,v,,,,,,,,,,,,,
teskuli,Daakaka,teskuli,n,,,,,,,,,,,,,archaic
tetear,Daakaka,tetear,n,,,,,,,,,,,,,
tetes,Daakaka,tetes,contr.ptcl,,,,,,,,,,,,,
teude,Daakaka,teude,n,,,,,,,,,,,,,
teve,Daakaka,teve,n.rel,,,,,,,,,,,,,
tevene,Daakaka,tevene,v.tr,,,,,,,,,,,,,
teveni,Daakaka,teveni,v,,,,,,,bowop,,,,,,
tever,Daakaka,tever,v,,,,,,,,,,,,,
teveveni,Daakaka,teveveni,v.tr,,,,,,,-veni,,,,,,
tevin,Daakaka,tevin,v.itr,,,,,,,,,,,,,
tevy,Daakaka,tevy,n.rel.b,,tevyam,,,,,,,,tevyan,a,,
tevy-,Daakaka,tevy-,n.rel.b,,,,,,,,,,,a,,
tevya,Daakaka,tevya,n,,,,,,,,,,,,,
-tevyase,Daakaka,-tevyase,res,,,,,,,,,,,,,
teweli,Daakaka,teweli,n,,,,,,,,,,,,,
teweli_tes,Daakaka,teweli tes,NA,,,,,,,,,,,,,
tewes,Daakaka,tewes,v.itr,,,,,,,etewes,,,,,,
ti,Daakaka,ti,tam,,,,,,,,,,,,,
tii,Daakaka,tii,v,,,,,,,,,,,,,
tiitii,Daakaka,tiitii,v,,,,,,,wedewer,,,,,,
tija,Daakaka,tija,n,,,,,,,,Bislama,,,,,
tiline,Daakaka,tiline,v,,,,,,,,,,,,,
tilya,Daakaka,tilya,v,,,,,,,liye,,,,,,
tilya_1,Daakaka,tilya,v,,,,,,,sukuo,,,,,,
tilye,Daakaka,tilye,v.tr,,,,,,,,,,,,,
tilyo,Daakaka,tilyo,v,,,,,,,,,,,,,
timy,Daakaka,timy,n.rel.b,,,,,,,,,,,"a, irregular",,
timy-,Daakaka,timy-,n.rel.b,timyok,tumam,,timyan,,,,,,,,,
timye,Daakaka,timye,n.rel,,,,,,,,,,,,,
tin-,Daakaka,tin-,n.rel.b,tinik,tinyem,,tinyen,,,,,,,,,
tingi,Daakaka,tingi,v,,,,,,,,,,,,,
tiny,Daakaka,tiny,n.rel.b,,,,,,,,,,,i,,
tinya,Daakaka,tinya,n,,,,,,,,,,,,,
tinyam,Daakaka,tinyam,v,,,,,,,,,,,,,
tinyo,Daakaka,tinyo,v,,,,,,,,,,,,,
tip,Daakaka,tip,v,,,,,,,,,,,,,
tipune,Daakaka,tipune,v,,,,,,,,,,,,,
tis,Daakaka,tis,n,,,,,,,,,,,,,
tis_ne_yewep,Daakaka,tis ne yewep,v,,,,,,"similar to sand drawings, these figures are often named after things like fire or yam or are associated with small stories or linguistic formulas.",,,,,,,
tisi,Daakaka,tisi,v,,,,,,,,,,,,,
tisyu,Daakaka,tisyu,q,,,,,,,,,,,,,
-titye,Daakaka,-titye,res,,,,,,,,,,,,,
tiwir,Daakaka,tiwir,v,,,,,,,,,,,,,
tiwiye,Daakaka,tiwiye,v.tr,,,,,,,,,,,,,
tiye,Daakaka,tiye,v,,,,,,,,,,,,,
tiyu,Daakaka,tiyu,n,,,,,,,,,,,,,
to,Daakaka,to,tam,,,,,,,,,,,,,
to_1,Daakaka,to,n,,,,,,,,,,,,,
to_2,Daakaka,to,adv,,,,,,,,,,,,,
to_3,Daakaka,to,tam,,,,,,,,,,,,,
-to,Daakaka,-to,tam,,,,,,,,,,,,,
toda,Daakaka,toda,v,,,,,,,,,,,,,
toj,Daakaka,toj,n,,,,,,,,Bislama,,,,,
tokoraa,Daakaka,tokoraa,v,,,,,,,,,,,,,
tokta,Daakaka,tokta,n,,,,,,,,Bislama,,,,,
tolir,Daakaka,tolir,adj,,,,,,,,,,,,,
tomar,Daakaka,tomar,v,,,,,,,,,,,,,
tomo,Daakaka,tomo,n,,,,,,,,,,,3,,
tomo_1,Daakaka,tomo,n,,,,,,,,,,,,,
tongurngur,Daakaka,tongurngur,v,,,,,,,,,,,,,
too,Daakaka,too,n,,,,,,,,,,,,,
too_1,Daakaka,too,v,,,,,,,,,,,,,
toowe,Daakaka,toowe,v,,,,,,,,,,,,,
topki-,Daakaka,topki-,v,,,,,,,,,,,,,
topkilye,Daakaka,topkilye,v.tr,,,,,,,,,,,,,
topkiseaa,Daakaka,topkiseaa,NA,,,,,,,seaa,,,,,,
topvyor,Daakaka,topvyor,v,,,,,,,,,,,,,
toto,Daakaka,toto,v,,,,,,,,,,,,,
toto_1,Daakaka,toto,n,,,,,,,,,,,,,
totone,Daakaka,totone,v,,,,,,,,,,,,,
tow-_1,Daakaka,tow-,n.rel.b,towok,towam,,towan,,,,,,towan,,,
towaase,Daakaka,towaase,v.tr,,,,,,,,,,,,,
towan,Daakaka,towan,v,,,,,,,towane,,,,,,
towan_mwi_towo,Daakaka,towan mwi towo,n,,,,,,,,,,,,,
towane,Daakaka,towane,v,,,,,,,,,,,,,
towe,Daakaka,towe,n.rel,,,,,,,,,,,,,
tower,Daakaka,tower,v,,,,,,,,,,,,,
towilya,Daakaka,towilya,v.tr,,,,,,,,,,,,,
towo,Daakaka,towo,adj,,,,,,,,,,,,,
towoo,Daakaka,towoo,v,,,,,,,,,,,,,
traem,Daakaka,traem,v,,,,,,,,Bislama,,,,,
traeva,Daakaka,traeva,n,,,,,,,,Bislama,,,,,
trak,Daakaka,trak,n,,,,,ekuokuo ; apyaló ne tan,,,Bislama,,,,,
trep,Daakaka,trep,n,,,,,,,,Bislama,,,,,
tresa,Daakaka,tresa,n,,,,,,,,Bislama,,,,,
tri,Daakaka,tri,num,,,,,,,,Bislama,,,,,
trik,Daakaka,trik,n,,,,,,,,,,,,,
trikim,Daakaka,trikim,v.tr,,,,,,,,Bislama,,,,,
tritmen,Daakaka,tritmen,n,,,,,,,,English,,,,,
tu,Daakaka,tu,tam,,,,,,,,,,,,,
tu_1,Daakaka,tu,v,,,,,,,,,,,,,
tu_2,Daakaka,tu,contr.ptcl,,,,,mon,,,Bislama,,,,,
tu_3,Daakaka,tu,v,,,,,,,tyuptyup,,,,,,
tu_4,Daakaka,tu,num,,,,,,,,Bislama,,,,,
tukate,Daakaka,tukate,v,,,,,,,,,,,,,
tukete,Daakaka,tukete,v.tr,,,,,,,,,,,,,
tuki,Daakaka,tuki,intj,,,,,,,,,,,,,
tulup,Daakaka,tulup,n,,,,,,,,,,,,,
tumtum,Daakaka,tumtum,v.itr,,,,,,,,,,,,,
tumuo,Daakaka,tumuo,v,,,,,,,,,,,,,
tung,Daakaka,tung,v,,,,,,,,,,,,,
tung_1,Daakaka,tung,v,,,,,,,,,,,,,
tung_2,Daakaka,tung,v,,,,,,,,,,,,,
tung_3,Daakaka,tung,n.rel,,,,,,,,,,,,,
tung_myaek,Daakaka,tung myaek,v,,,,,,,,,,,,,
tungane,Daakaka,tungane,v.tr,,,,,,,,,,,,,
tungtung,Daakaka,tungtung,n,,,,,,,,,,,,,
tungvyor,Daakaka,tungvyor,n,,,,,,,,,,,,,
-tupuosane,Daakaka,-tupuosane,res,,,,,,,,,,,,,
turing,Daakaka,turing,n,,,,,,,,,,,,,
tuswa,Daakaka,tuswa,q,,,,,,,,,,,,,
tutur,Daakaka,tutur,v.itr,,,,,,,,,,,,,
tuutu,Daakaka,tuutu,n,,,,,,,,,,,,,
tuutu_ba,Daakaka,tuutu ba,NA,,,,,,,,,,,,,
tuwa,Daakaka,tuwa,v.tr,,,,,,,,,,,,,
tuwu,Daakaka,tuwu,n,,,,,,,,,,,,,
tuwu_ane_temyar,Daakaka,tuwu ane temyar,n,,,,,,,,,,,,,
tuwu_ten,Daakaka,tuwu ten,n,,,,,,,,,,,,,
tuwu_trep,Daakaka,tuwu trep,n,,,,,,,,,,,,,
tuwuli,Daakaka,tuwuli,v,,,,,,,,,,,,,
tuwuli_esi,Daakaka,tuwuli esi,v,,,,,,,,,,,,,
tuwuline,Daakaka,tuwuline,v.tr,,,,,,,,,,,,,
-tye,Daakaka,-tye,poss.suf,,,,,,,,,,,,,
tyo,Daakaka,tyo,v,,,,,,,,,,,,,
tyomavyor,Daakaka,tyomavyor,n,,,,,,,,,,,,,
tyoo,Daakaka,tyoo,v,,,,,,,,,,,,,
tyoo_1,Daakaka,tyoo,v.tr,,,,,,,,,,,,,
tyotyo,Daakaka,tyotyo,n,,,,,,,,,,,3,,
tyu,Daakaka,tyu,n,,,,,,,,,,,3,,
tyu_1,Daakaka,tyu,v,,,,,,,,,,,,,
Tyun,Daakaka,Tyun,n,,,,,,,,Bislama,,,,,
tyup,Daakaka,tyup,v,,,,,,,,,,,,,
tyuptene,Daakaka,tyuptene,v.tr,,,,,,,,,,,,,
tyuptyup,Daakaka,tyuptyup,v,,,,,,,tyup,,,,,,
Tyuste,Daakaka,Tyuste,n,,,,,,,,,,,,,
